"","x1","x2","y1","y2","z1","z2","E","t","t_sub"
"614",0.00021465,0.78556035,0.00471605,-0.42033443,0,0,-0.00187275,6.13,123
"615",0.00020784,0.79237123,0.00471757,-0.41485598,0,0,-0.0018683,6.14,123
"616",0.00020144,0.79876029,0.00471938,-0.40965588,0,0,-0.00186445,6.15,124
"617",0.00019485,0.80534552,0.00472078,-0.40405843,0,0,-0.00186021,6.16,124
"618",0.00018867,0.81152201,0.00472247,-0.39874994,0,0,-0.00185654,6.17,124
"619",0.0001823,0.81788282,0.00472376,-0.39303902,0,0,-0.00185251,6.18,124
"620",0.00017633,0.82384796,0.00472535,-0.38762728,0,0,-0.00184901,6.19,124
"621",0.00017018,0.82998553,0.00472653,-0.38180821,0,0,-0.00184518,6.2,125
"622",0.00016442,0.83574049,0.00472803,-0.37629818,0,0,-0.00184184,6.21,125
"623",0.0001585,0.84165598,0.00472911,-0.37037605,0,0,-0.00183821,6.22,125
"624",0.00015295,0.84720191,0.0047305,-0.36477248,0,0,-0.00183503,6.23,125
"625",0.00014725,0.85289645,0.00473148,-0.35875222,0,0,-0.00183158,6.24,125
"626",0.00014191,0.85823446,0.00473279,-0.3530597,0,0,-0.00182856,6.25,126
"627",0.00013643,0.86370913,0.00473368,-0.34694605,0,0,-0.00182529,6.26,126
"628",0.00013129,0.8688403,0.0047349,-0.341169,0,0,-0.00182241,6.27,126
"629",0.00012603,0.87409614,0.0047357,-0.33496653,0,0,-0.00181931,6.28,126
"630",0.0001211,0.87902152,0.00473685,-0.32910922,0,0,-0.00181658,6.29,126
"631",0.00011606,0.88405954,0.00473756,-0.32282235,0,0,-0.00181365,6.3,127
"632",0.00011133,0.88878012,0.00473863,-0.31688891,0,0,-0.00181106,6.31,127
"633",0.00010651,0.89360129,0.00473926,-0.31052192,0,0,-0.00180829,6.32,127
"634",0.00010198,0.89811803,0.00474026,-0.30451634,0,0,-0.00180583,6.33,127
"635",9.737e-05,0.90272327,0.00474081,-0.29807339,0,0,-0.00180322,6.34,127
"636",9.306e-05,0.9070371,0.00474174,-0.29199954,0,0,-0.00180089,6.35,128
"637",8.866e-05,0.9114273,0.00474223,-0.28548464,0,0,-0.00179843,6.36,128
"638",8.455e-05,0.9155391,0.00474309,-0.27934628,0,0,-0.00179622,6.37,128
"639",8.037e-05,0.91971509,0.00474351,-0.27276333,0,0,-0.00179391,6.38,128
"640",7.645e-05,0.92362571,0.00474431,-0.2665641,0,0,-0.00179183,6.39,128
"641",7.248e-05,0.92758829,0.00474466,-0.25991691,0,0,-0.00178966,6.4,129
"642",6.877e-05,0.93129852,0.00474541,-0.25366037,0,0,-0.0017877,6.41,129
"643",6.502e-05,0.93504845,0.0047457,-0.24695264,0,0,-0.00178567,6.42,129
"644",6.15e-05,0.93855906,0.00474639,-0.24064224,0,0,-0.00178383,6.43,129
"645",5.796e-05,0.94209704,0.00474662,-0.23387758,0,0,-0.00178194,6.44,129
"646",5.465e-05,0.94540876,0.00474726,-0.22751669,0,0,-0.00178021,6.45,130
"647",5.132e-05,0.94873545,0.00474745,-0.22069861,0,0,-0.00177845,6.46,130
"648",4.82e-05,0.95184895,0.00474804,-0.21429052,0,0,-0.00177683,6.47,130
"649",4.508e-05,0.95496499,0.00474817,-0.20742247,0,0,-0.0017752,6.48,130
"650",4.216e-05,0.95788091,0.00474872,-0.20097041,0,0,-0.00177369,6.49,130
"651",3.925e-05,0.96078686,0.0047488,-0.19405576,0,0,-0.0017722,6.5,131
"652",3.653e-05,0.9635058,0.00474931,-0.18756287,0,0,-0.00177079,6.51,131
"653",3.383e-05,0.9662022,0.00474935,-0.18060493,0,0,-0.00176942,6.52,131
"654",3.131e-05,0.96872471,0.00474982,-0.17407429,0,0,-0.00176812,6.53,131
"655",2.882e-05,0.97121205,0.00474983,-0.16707631,0,0,-0.00176687,6.54,131
"656",2.649e-05,0.97353866,0.00475026,-0.16051096,0,0,-0.00176567,6.55,132
"657",2.421e-05,0.97581739,0.00475023,-0.15347611,0,0,-0.00176455,6.56,132
"658",2.207e-05,0.97794856,0.00475063,-0.14687903,0,0,-0.00176345,6.57,132
"659",2e-05,0.98001907,0.00475056,-0.13981047,0,0,-0.00176244,6.58,132
"660",1.806e-05,0.98195524,0.00475094,-0.13318459,0,0,-0.00176144,6.59,132
"661",1.62e-05,0.9838179,0.00475084,-0.12608539,0,0,-0.00176056,6.6,133
"662",1.446e-05,0.98555945,0.00475118,-0.11943361,0,0,-0.00175965,6.61,133
"663",1.28e-05,0.98721457,0.00475106,-0.11230684,0,0,-0.00175888,6.62,133
"664",1.125e-05,0.98876187,0.00475138,-0.105632,0,0,-0.00175808,6.63,133
"665",9.8e-06,0.99020972,0.00475123,-0.09848067,0,0,-0.00175743,6.64,133
"666",8.45e-06,0.99156306,0.00475154,-0.0917856,0,0,-0.00175671,6.65,134
"667",7.2e-06,0.99280387,0.00475136,-0.0846127,0,0,-0.00175618,6.66,134
"668",6.04e-06,0.99396353,0.00475165,-0.07790019,0,0,-0.00175556,6.67,134
"669",5.01e-06,0.99499748,0.00475146,-0.07070868,0,0,-0.00175514,6.68,134
"670",4.04e-06,0.99596368,0.00475173,-0.06398148,0,0,-0.00175461,6.69,134
"671",3.21e-06,0.99679092,0.00475153,-0.0567743,0,0,-0.0017543,6.7,135
"672",2.44e-06,0.99756385,0.00475179,-0.05003518,0,0,-0.00175387,6.71,135
"673",1.82e-06,0.99818446,0.00475157,-0.04281525,0,0,-0.00175368,6.72,135
"674",1.24e-06,0.99876427,0.00475182,-0.03606692,0,0,-0.00175334,6.73,135
"675",8.2e-07,0.99917831,0.00475159,-0.02883714,0,0,-0.00175325,6.74,135
"676",4.4e-07,0.99956511,0.00475183,-0.02208232,0,0,-0.001753,6.75,136
"677",2.3e-07,0.99977257,0.0047516,-0.01484561,0,0,-0.00175303,6.76,136
"678",3e-08,0.99996642,0.00475184,-0.00808701,0,0,-0.00175288,6.77,136
"679",3e-08,0.99996729,0.0047516,-0.00084624,0,0,-0.00175302,6.78,136
"680",3e-08,0.99996821,0.00475184,0.00591344,0,0,-0.00175295,6.79,136
"681",2.4e-07,0.9997624,0.0047516,0.01315536,0,0,-0.00175321,6.8,137
"682",4.3e-07,0.99957037,0.00475184,0.01991342,0,0,-0.00175323,6.81,137
"683",8.4e-07,0.99915776,0.0047516,0.02715361,0,0,-0.0017536,6.82,137
"684",1.23e-06,0.99877273,0.00475184,0.03390734,0,0,-0.00175372,6.83,137
"685",1.85e-06,0.99815315,0.00475161,0.04114289,0,0,-0.0017542,6.84,137
"686",2.43e-06,0.99757502,0.00475186,0.04788958,0,0,-0.00175441,6.85,138
"687",3.25e-06,0.99674826,0.00475163,0.05511757,0,0,-0.001755,6.86,138
"688",4.03e-06,0.99597688,0.0047519,0.06185451,0,0,-0.0017553,6.87,138
"689",5.06e-06,0.99494268,0.00475168,0.06907201,0,0,-0.00175601,6.88,138
"690",6.03e-06,0.99397788,0.00475196,0.07579645,0,0,-0.00175641,6.89,138
"691",7.27e-06,0.99273595,0.00475175,0.08300051,0,0,-0.00175723,6.9,139
"692",8.43e-06,0.9915775,0.00475204,0.0897097,0,0,-0.00175772,6.91,139
"693",9.88e-06,0.99012749,0.00475185,0.09689735,0,0,-0.00175866,6.92,139
"694",1.124e-05,0.98877513,0.00475216,0.10358851,0,0,-0.00175924,6.93,139
"695",1.29e-05,0.98711665,0.004752,0.11075674,0,0,-0.0017603,6.94,139
"696",1.444e-05,0.98557008,0.00475233,0.11742707,0,0,-0.00176097,6.95,140
"697",1.631e-05,0.9837027,0.00475218,0.12457284,0,0,-0.00176215,6.96,140
"698",1.806e-05,0.98196156,0.00475253,0.1312195,0,0,-0.00176292,6.97,140
"699",2.014e-05,0.97988481,0.00475241,0.13833973,0,0,-0.00176422,6.98,140
"700",2.207e-05,0.97794872,0.00475279,0.14495986,0,0,-0.00176509,6.99,140
"701",2.436e-05,0.97566206,0.0047527,0.15205144,0,0,-0.00176651,7,141
"702",2.65e-05,0.97353059,0.00475311,0.15864211,0,0,-0.00176748,7.01,141
"703",2.9e-05,0.97103347,0.00475305,0.16570187,0,0,-0.00176903,7.02,141
"704",3.133e-05,0.96870614,0.00475349,0.17226013,0,0,-0.0017701,7.03,141
"705",3.404e-05,0.96599794,0.00475347,0.17928484,0,0,-0.00177177,7.04,141
"706",3.656e-05,0.96347424,0.00475395,0.1858077,0,0,-0.00177294,7.05,142
"707",3.949e-05,0.96055429,0.00475396,0.19279408,0,0,-0.00177475,7.06,142
"708",4.221e-05,0.95783367,0.00475448,0.19927846,0,0,-0.00177602,7.07,142
"709",4.534e-05,0.95470128,0.00475453,0.20622318,0,0,-0.00177796,7.08,142
"710",4.827e-05,0.95178313,0.00475509,0.21266596,0,0,-0.00177934,7.09,142
"711",5.161e-05,0.94843755,0.00475519,0.2195656,0,0,-0.00178141,7.1,143
"712",5.473e-05,0.94532123,0.00475579,0.2259636,0,0,-0.0017829,7.11,143
"713",5.83e-05,0.94176166,0.00475594,0.23281466,0,0,-0.00178511,7.12,143
"714",6.162e-05,0.93844649,0.00475659,0.23916463,0,0,-0.00178671,7.13,143
"715",6.539e-05,0.93467209,0.00475679,0.24596354,0,0,-0.00178906,7.14,143
"716",6.891e-05,0.93115734,0.0047575,0.25226213,0,0,-0.00179077,7.15,144
"717",7.291e-05,0.92716721,0.00475775,0.25900524,0,0,-0.00179327,7.16,144
"718",7.662e-05,0.92345211,0.00475851,0.26524904,0,0,-0.0017951,7.17,144
"719",8.084e-05,0.91924534,0.00475883,0.27193258,0,0,-0.00179774,7.18,144
"720",8.476e-05,0.91532908,0.00475964,0.27811807,0,0,-0.00179969,7.19,144
"721",8.918e-05,0.91090467,0.00476002,0.28473819,0,0,-0.00180249,7.2,145
"722",9.331e-05,0.90678639,0.0047609,0.29086177,0,0,-0.00180456,7.21,145
"723",9.795e-05,0.90214332,0.00476135,0.29741448,0,0,-0.00180752,7.22,145
"724",0.00010228,0.89782213,0.00476229,0.30347245,0,0,-0.00180972,7.23,145
"725",0.00010715,0.89295933,0.00476281,0.30995366,0,0,-0.00181284,7.24,145
"726",0.00011168,0.88843429,0.00476382,0.31594218,0,0,-0.00181517,7.25,146
"727",0.00011677,0.88335065,0.00476442,0.32234767,0,0,-0.00181846,7.26,146
"728",0.0001215,0.87862077,0.0047655,0.32826279,0,0,-0.00182092,7.27,146
"729",0.00012681,0.87331512,0.00476618,0.33458819,0,0,-0.00182439,7.28,146
"730",0.00013175,0.86837938,0.00476734,0.34042585,0,0,-0.00182699,7.29,146
"731",0.00013729,0.86285052,0.0047681,0.34666665,0,0,-0.00183063,7.3,147
"732",0.00014243,0.85770787,0.00476935,0.35242262,0,0,-0.00183338,7.31,147
"733",0.00014819,0.85195454,0.0047702,0.35857416,0,0,-0.00183721,7.32,147
"734",0.00015355,0.84660387,0.00477153,0.36424407,0,0,-0.00184011,7.33,147
"735",0.00015953,0.84062479,0.00477247,0.37030149,0,0,-0.00184413,7.34,147
"736",0.0001651,0.83506496,0.00477389,0.37588082,0,0,-0.00184718,7.35,148
"737",0.00017131,0.8288588,0.00477494,0.38183909,0,0,-0.00185141,7.36,148
"738",0.00017709,0.82308862,0.00477645,0.38732313,0,0,-0.00185462,7.37,148
"739",0.00018353,0.81665401,0.0047776,0.39317703,0,0,-0.00185905,7.38,148
"740",0.00018952,0.81067227,0.00477922,0.3985609,0,0,-0.00186243,7.39,148
"741",0.00019619,0.8040078,0.00478048,0.40430499,0,0,-0.00186709,7.4,149
"742",0.00020239,0.79781326,0.0047822,0.40958359,0,0,-0.00187063,7.41,149
"743",0.00020929,0.79091747,0.00478357,0.41521221,0,0,-0.00187552,7.42,149
"744",0.00021571,0.78450885,0.00478541,0.42038024,0,0,-0.00187925,7.43,149
"745",0.00022284,0.77738028,0.0047869,0.42588747,0,0,-0.00188437,7.44,149
"746",0.00022947,0.77075626,0.00478885,0.4309394,0,0,-0.00188829,7.45,150
"747",0.00023684,0.7633934,0.00479047,0.43631907,0,0,-0.00189366,7.46,150
"748",0.00024369,0.75655266,0.00479254,0.44124912,0,0,-0.00189777,7.47,150
"749",0.0002513,0.74895397,0.0047943,0.44649478,0,0,-0.0019034,7.48,150
"750",0.00025836,0.74189515,0.0047965,0.45129689,0,0,-0.00190773,7.49,150
"751",0.00026621,0.73405908,0.0047984,0.45640179,0,0,-0.00191363,7.5,151
"752",0.00027349,0.7267808,0.00480073,0.46106963,0,0,-0.00191817,7.51,151
"753",0.00028158,0.7187058,0.00480278,0.46602668,0,0,-0.00192436,7.52,151
"754",0.00028908,0.71120667,0.00480525,0.47055361,0,0,-0.00192912,7.53,151
"755",0.00029741,0.70289115,0.00480745,0.47535538,0,0,-0.00193561,7.54,151
"756",0.00030514,0.69516979,0.00481008,0.47973442,0,0,-0.00194061,7.55,152
"757",0.0003137,0.68661218,0.00481244,0.48437311,0,0,-0.00194742,7.56,152
"758",0.00032165,0.6786672,0.00481522,0.48859693,0,0,-0.00195267,7.57,152
"759",0.00033046,0.66986592,0.00481775,0.49306432,0,0,-0.00195981,7.58,152
"760",0.00033864,0.66169596,0.0048207,0.49712521,0,0,-0.00196533,7.59,152
"761",0.0003477,0.65264947,0.00482341,0.50141264,0,0,-0.00197281,7.6,153
"762",0.0003561,0.64425316,0.00482652,0.50530247,0,0,-0.00197861,7.61,153
"763",0.00036541,0.63495995,0.00482943,0.50940083,0,0,-0.00198646,7.62,153
"764",0.00037404,0.62633598,0.00483272,0.51311101,0,0,-0.00199255,7.63,153
"765",0.00038359,0.61679457,0.00483583,0.51701065,0,0,-0.0020008,7.64,153
"766",0.00039245,0.60794168,0.00483931,0.52053213,0,0,-0.0020072,7.65,154
"767",0.00040225,0.59815067,0.00484262,0.52422288,0,0,-0.00201585,7.66,154
"768",0.00041134,0.58906765,0.0048463,0.52754606,0,0,-0.00202258,7.67,154
"769",0.0004214,0.57902573,0.00484983,0.53101713,0,0,-0.00203167,7.68,154
"770",0.00043072,0.56971148,0.00485372,0.53413186,0,0,-0.00203875,7.69,154
"771",0.00044102,0.55941743,0.00485749,0.53737182,0,0,-0.00204831,7.7,155
"772",0.00045058,0.54987095,0.00486159,0.54026734,0,0,-0.00205576,7.71,155
"773",0.00046114,0.53932371,0.0048656,0.54326408,0,0,-0.0020658,7.72,155
"774",0.00047093,0.52954414,0.00486994,0.54592895,0,0,-0.00207364,7.73,155
"775",0.00048174,0.51874281,0.0048742,0.54866957,0,0,-0.00208421,7.74,155
"776",0.00049176,0.50872947,0.00487879,0.55109164,0,0,-0.00209247,7.75,156
"777",0.00050283,0.49767337,0.00488332,0.55356246,0,0,-0.00210359,7.76,156
"778",0.00051309,0.4874258,0.00488816,0.5557288,0,0,-0.00211229,7.77,156
"779",0.00052441,0.47611451,0.00489298,0.55791521,0,0,-0.00212401,7.78,156
"780",0.0005349,0.46563249,0.00489809,0.55981203,0,0,-0.00213318,7.79,156
"781",0.00054648,0.4540659,0.0049032,0.56169849,0,0,-0.00214553,7.8,157
"782",0.00055721,0.44334955,0.0049086,0.56331108,0,0,-0.00215521,7.81,157
"783",0.00056904,0.43152794,0.00491403,0.56488097,0,0,-0.00216823,7.82,157
"784",0.00058,0.42057776,0.00491973,0.56619363,0,0,-0.00217844,7.83,157
"785",0.00059209,0.40850184,0.0049255,0.5674292,0,0,-0.00219219,7.84,157
"786",0.00060328,0.39731878,0.00493151,0.56842513,0,0,-0.00220298,7.85,158
"787",0.00061563,0.38498986,0.00493763,0.5693074,0,0,-0.0022175,7.86,158
"788",0.00062705,0.37357543,0.00494398,0.56996861,0,0,-0.00222891,7.87,158
"789",0.00063964,0.36099544,0.00495047,0.57047724,0,0,-0.00224425,7.88,158
"790",0.0006513,0.3493518,0.00495717,0.57078447,0,0,-0.00225632,7.89,158
"791",0.00066414,0.33652349,0.00496407,0.57089765,0,0,-0.00227255,7.9,159
"792",0.00067602,0.32465359,0.00497114,0.57083024,0,0,-0.00228533,7.91,159
"793",0.00068911,0.31158063,0.00497845,0.57052459,0,0,-0.00230251,7.92,159
"794",0.00070121,0.29948838,0.00498593,0.57006036,0,0,-0.00231605,7.93,159
"795",0.00071454,0.28617559,0.00499368,0.56931075,0,0,-0.00233425,7.94,159
"796",0.00072686,0.27386601,0.00500158,0.56842588,0,0,-0.00234861,7.95,160
"797",0.00074042,0.26031955,0.0050098,0.56720535,0,0,-0.0023679,7.96,160
"798",0.00075295,0.24779902,0.00501814,0.56587424,0,0,-0.00238314,7.97,160
"799",0.00076674,0.23402665,0.00502687,0.56415381,0,0,-0.0024036,7.98,160
"800",0.00077948,0.22130316,0.00503569,0.56234895,0,0,-0.00241979,7.99,160
"801",0.00079348,0.20731456,0.00504495,0.56009746,0,0,-0.00244152,8,161
"802",0.00080641,0.19439801,0.00505426,0.55778931,0,0,-0.00245871,8.01,161
"803",0.00082062,0.18020517,0.00506409,0.55497332,0,0,-0.00248179,8.02,161
"804",0.00083373,0.16710775,0.00507394,0.55213012,0,0,-0.00250007,8.03,161
"805",0.00084812,0.15272538,0.00508437,0.54871372,0,0,-0.00252461,8.04,161
"806",0.0008614,0.13946203,0.00509479,0.54530143,0,0,-0.00254405,8.05,162
"807",0.00087597,0.12490812,0.00510586,0.54124613,0,0,-0.00257014,8.06,162
"808",0.00088939,0.11149703,0.00511689,0.5372283,0,0,-0.00259082,8.07,162
"809",0.00090411,0.09679344,0.00512864,0.53249296,0,0,-0.00261856,8.08,162
"810",0.00091766,0.08325669,0.00514031,0.52783063,0,0,-0.00264056,8.09,162
"811",0.0009325,0.06842995,0.00515278,0.52237137,0,0,-0.00267007,8.1,163
"812",0.00094615,0.05479427,0.00516514,0.51702313,0,0,-0.00269347,8.11,163
"813",0.00096108,0.03987639,0.00517838,0.5107934,0,0,-0.00272483,8.12,163
"814",0.0009748,0.02617403,0.00519148,0.50471541,0,0,-0.00274971,8.13,163
"815",0.00098979,0.0112036,0.00520554,0.49766612,0,0,-0.00278302,8.14,163
"816",0.00100353,-0.0025267,0.00521941,0.49081233,0,0,-0.00280943,8.15,164
"817",0.00101852,-0.01750335,0.00523434,0.48289219,0,0,-0.00284476,8.16,164
"818",0.00103225,-0.03121511,0.00524903,0.47521473,0,0,-0.00287276,8.17,164
"819",0.00104719,-0.04614254,0.00526489,0.46637078,0,0,-0.00291014,8.18,164
"820",0.00106084,-0.05978024,0.00528046,0.4578206,0,0,-0.00293975,8.19,164
"821",0.00107567,-0.07459237,0.0052973,0.44799909,0,0,-0.00297918,8.2,165
"822",0.00108918,-0.08809,0.00531379,0.43852697,0,0,-0.00301037,8.21,165
"823",0.00110381,-0.10270843,0.00533166,0.42767466,0,0,-0.0030518,8.22,165
"824",0.00111711,-0.1159879,0.00534912,0.41723262,0,0,-0.00308448,8.23,165
"825",0.00113145,-0.13032023,0.00536807,0.40529869,0,0,-0.00312775,8.24,165
"826",0.00114443,-0.14328982,0.00538654,0.39384205,0,0,-0.00316177,8.25,166
"827",0.00115839,-0.15722796,0.00540663,0.38078069,0,0,-0.0032066,8.26,166
"828",0.00117095,-0.16978092,0.00542616,0.36827082,0,0,-0.0032417,8.27,166
"829",0.00118438,-0.18319983,0.0054474,0.35404471,0,0,-0.00328765,8.28,166
"830",0.00119641,-0.1952134,0.00546802,0.34045265,0,0,-0.00332342,8.29,166
"831",0.00120918,-0.20797033,0.00549045,0.32503739,0,0,-0.00336987,8.3,167
"832",0.00122053,-0.21930552,0.00551216,0.31034845,0,0,-0.00340575,8.31,167
"833",0.00123247,-0.2312404,0.0055358,0.293738,0,0,-0.00345185,8.32,167
"834",0.00124299,-0.24174305,0.0055586,0.27795708,0,0,-0.00348708,8.33,167
"835",0.00125393,-0.2526806,0.00558341,0.26017008,0,0,-0.00353172,8.34,167
"836",0.00126345,-0.26218422,0.00560728,0.2433277,0,0,-0.00356536,8.35,168
"837",0.00127321,-0.27193825,0.00563322,0.22441399,0,0,-0.00360718,8.36,168
"838",0.00128155,-0.28026925,0.00565809,0.20657228,0,0,-0.00363809,8.37,168
"839",0.00128994,-0.28864984,0.00568507,0.18661909,0,0,-0.00367555,8.38,168
"840",0.00129693,-0.29563545,0.00571083,0.16787671,0,0,-0.00370248,8.39,168
"841",0.00130376,-0.30245903,0.00573873,0.14701297,0,0,-0.00373391,8.4,169
"842",0.00130925,-0.30793782,0.00576526,0.12750786,0,0,-0.0037556,8.41,169
"843",0.00131435,-0.31303976,0.00579389,0.10590536,0,0,-0.0037794,8.42,169
"844",0.00131819,-0.3168739,0.00582101,0.08581379,0,0,-0.00379468,8.43,169
"845",0.00132144,-0.32012219,0.00585017,0.06368365,0,0,-0.00380949,8.44,169
"846",0.00132353,-0.32220979,0.00587766,0.04321464,0,0,-0.00381746,8.45,170
"847",0.00132484,-0.32351771,0.00590711,0.02079861,0,0,-0.00382238,8.46,170
"848",0.00132513,-0.32380313,0.00593475,0.00018358,0,0,-0.00382255,8.47,170
"849",0.00132446,-0.32313827,0.00596422,-0.02225949,0,0,-0.00381727,8.48,170
"850",0.00132294,-0.32161802,0.00599177,-0.04278063,0,0,-0.00380963,8.49,170
"851",0.00132033,-0.31900578,0.00602101,-0.06499113,0,0,-0.00379447,8.5,171
"852",0.00131705,-0.31572878,0.00604823,-0.08518543,0,0,-0.0037795,8.51,171
"853",0.00131256,-0.31124929,0.006077,-0.10691937,0,0,-0.00375538,8.52,171
"854",0.00130762,-0.30631132,0.00610368,-0.12657494,0,0,-0.00373398,8.53,171
"855",0.00130139,-0.30009079,0.00613175,-0.14761773,0,0,-0.00370226,8.54,171
"856",0.00129492,-0.29362454,0.00615771,-0.16655437,0,0,-0.00367558,8.55,172
"857",0.00128711,-0.28582283,0.00618491,-0.18672986,0,0,-0.00363787,8.56,172
"858",0.00127926,-0.2779857,0.00621002,-0.204805,0,0,-0.00360718,8.57,172
"859",0.00127005,-0.26878274,0.00623622,-0.22397933,0,0,-0.00356515,8.58,172
"860",0.00126101,-0.25974459,0.00626035,-0.24108933,0,0,-0.0035317,8.59,172
"861",0.00125058,-0.24932778,0.00628546,-0.25917018,0,0,-0.00348689,8.6,173
"862",0.0012405,-0.23926039,0.00630856,-0.27524792,0,0,-0.0034518,8.61,173
"863",0.00122904,-0.22781439,0.00633251,-0.29218037,0,0,-0.00340558,8.62,173
"864",0.0012181,-0.21688333,0.00635455,-0.30719054,0,0,-0.0033698,8.63,173
"865",0.00120579,-0.20458276,0.00637733,-0.32295119,0,0,-0.00332326,8.64,173
"866",0.00119414,-0.19294206,0.00639828,-0.33688443,0,0,-0.00328756,8.65,174
"867",0.00118113,-0.17994697,0.00641989,-0.35147488,0,0,-0.00324155,8.66,174
"868",0.0011689,-0.16773605,0.00643978,-0.36434192,0,0,-0.0032065,8.67,174
"869",0.00115535,-0.15418969,0.00646024,-0.37778262,0,0,-0.00316165,8.68,174
"870",0.00114267,-0.14153217,0.00647909,-0.38960888,0,0,-0.00312764,8.69,174
"871",0.00112869,-0.12756048,0.00649843,-0.40193363,0,0,-0.00308437,8.7,175
"872",0.00111568,-0.11456423,0.00651627,-0.41275471,0,0,-0.00305168,8.71,175
"873",0.00110138,-0.10027641,0.00653454,-0.42400627,0,0,-0.00301027,8.72,175
"874",0.00108812,-0.08703446,0.00655142,-0.43386423,0,0,-0.00297907,8.73,175
"875",0.0010736,-0.0725242,0.00656866,-0.44409077,0,0,-0.00293966,8.74,175
"876",0.00106018,-0.05911605,0.00658462,-0.45303141,0,0,-0.00291002,8.75,176
"877",0.00104551,-0.04446311,0.00660088,-0.46228389,0,0,-0.00287269,8.76,176
"878",0.00103199,-0.03095621,0.00661597,-0.47035457,0,0,-0.00284464,8.77,176
"879",0.00101725,-0.01622807,0.00663132,-0.47868481,0,0,-0.00280938,8.78,176
"880",0.00100368,-0.00267936,0.00664558,-0.48593305,0,0,-0.0027829,8.79,176
"881",0.00098892,0.01206714,0.00666005,-0.49339235,0,0,-0.00274966,8.8,177
"882",0.00097537,0.0256098,0.00667354,-0.49986473,0,0,-0.00272471,8.81,177
"883",0.00096063,0.04032698,0.00668719,-0.506503,0,0,-0.00269343,8.82,177
"884",0.00094712,0.05382349,0.00669994,-0.51224452,0,0,-0.00266995,8.83,177
"885",0.00093246,0.06847144,0.00671282,-0.51810966,0,0,-0.00264053,8.84,177
"886",0.00091903,0.08188832,0.00672489,-0.5231633,0,0,-0.00261844,8.85,178
"887",0.00090447,0.09643375,0.00673704,-0.52830084,0,0,-0.00259079,8.86,178
"888",0.00089115,0.10974308,0.00674846,-0.53270733,0,0,-0.00257002,8.87,178
"889",0.00087672,0.12415828,0.00675992,-0.53716031,0,0,-0.00254403,8.88,178
"890",0.00086353,0.13733686,0.00677073,-0.54095801,0,0,-0.00252449,8.89,178
"891",0.00084925,0.15159884,0.00678155,-0.54476686,0,0,-0.00250006,8.9,179
"892",0.00083621,0.16462744,0.00679178,-0.54799179,0,0,-0.00248168,8.91,179
"893",0.0008221,0.17871714,0.006802,-0.55119438,0,0,-0.0024587,8.92,179
"894",0.00080923,0.19157987,0.00681169,-0.55388022,0,0,-0.00244141,8.93,179
"895",0.00079531,0.20548158,0.00682133,-0.55651196,0,0,-0.00241979,8.94,179
"896",0.00078262,0.21816535,0.00683052,-0.55869016,0,0,-0.0024035,8.95,180
"897",0.0007689,0.23186615,0.00683962,-0.56078406,0,0,-0.00238314,8.96,180
"898",0.0007564,0.24436024,0.00684833,-0.56248396,0,0,-0.00236779,8.97,180
"899",0.00074289,0.25784955,0.00685693,-0.56407081,0,0,-0.00234862,8.98,180
"900",0.00073059,0.27014521,0.00686518,-0.56531974,0,0,-0.00233414,8.99,180
"901",0.0007173,0.28341444,0.0068733,-0.56642821,0,0,-0.00231606,9,181
"902",0.0007052,0.2955046,0.00688113,-0.56725165,0,0,-0.0023024,9.01,181
"903",0.00069215,0.30854681,0.0068888,-0.56790847,0,0,-0.00228535,9.02,181
"904",0.00068025,0.32042578,0.00689623,-0.56833015,0,0,-0.00227245,9.03,181
"905",0.00066743,0.33323543,0.00690346,-0.56856021,0,0,-0.00225634,9.04,181
"906",0.00065576,0.34489872,0.00691051,-0.56860225,0,0,-0.00224415,9.05,182
"907",0.00064317,0.35747143,0.00691735,-0.56842877,0,0,-0.00222893,9.06,182
"908",0.00063172,0.36891554,0.00692404,-0.5681118,0,0,-0.0022174,9.07,182
"909",0.00061937,0.38124794,0.00693049,-0.56755643,0,0,-0.00220301,9.08,182
"910",0.00060814,0.39247018,0.00693684,-0.56689971,0,0,-0.00219209,9.09,182
"911",0.00059604,0.40455971,0.00694293,-0.56598266,0,0,-0.00217847,9.1,183
"912",0.00058503,0.4155581,0.00694895,-0.56500417,0,0,-0.00216813,9.11,183
"913",0.00057317,0.4274029,0.0069547,-0.56374433,0,0,-0.00215523,9.12,183
"914",0.00056239,0.43817607,0.00696042,-0.56246089,0,0,-0.00214543,9.13,183
"915",0.00055078,0.44977487,0.00696584,-0.56087593,0,0,-0.00213321,9.14,183
"916",0.00054022,0.46032191,0.00697127,-0.55930328,0,0,-0.00212391,9.15,184
"917",0.00052885,0.47167391,0.00697639,-0.55740974,0,0,-0.00211232,9.16,184
"918",0.00051852,0.48199435,0.00698154,-0.55556262,0,0,-0.0021035,9.17,184
"919",0.00050741,0.49309918,0.00698636,-0.55337601,0,0,-0.0020925,9.18,184
"920",0.0004973,0.50319287,0.00699126,-0.55126824,0,0,-0.00208412,9.19,184
"921",0.00048644,0.5140505,0.0069958,-0.54880312,0,0,-0.00207368,9.2,185
"922",0.00047656,0.52391758,0.00700045,-0.54644769,0,0,-0.00206571,9.21,185
"923",0.00046594,0.53452825,0.00700472,-0.54371773,0,0,-0.0020558,9.22,185
"924",0.00045629,0.54416912,0.00700914,-0.54112684,0,0,-0.00204822,9.23,185
